-0.853655504,-0.028623427,-0.518042369
-0.802610793,0.039019182,-0.592579223
-0.836080418,0.243452418,-0.489740239
-0.87995225,0.120766961,-0.45742885
-0.855959247,0.144846117,-0.494601053
-0.61583033,0.286531187,-0.732691973
-0.888987326,0.191336634,-0.413564048
-0.906874575,0.088463684,-0.409720631
-0.927536843,0.127748454,-0.348290101
-0.884984088,0.034451887,-0.461814876
-0.897823346,0.143099907,-0.413867622
-0.934260135,0.062387225,-0.348045582
-0.814380951,0.045974839,-0.575874938
-0.862994257,-0.002719771,-0.502774784
-0.945656238,0.099985741,-0.305333815
-0.879982263,0.006490986,-0.471765269
-0.786199592,-0.010150552,-0.615370224
-0.513880516,-0.469804334,-0.717528017
0.086545712,0.900018502,0.426782914
-0.007284612,-0.850463333,-0.525928694
-0.799459129,-0.02176476,-0.598407317
-0.807664166,0.099685608,-0.579150923
-0.814453969,-0.05784125,-0.576054801
-0.824384921,0.054566979,-0.561163826
-0.813522108,0.019383322,-0.579614012
0.839809116,-0.083776198,0.534382952
0.845503917,0.041801469,0.530016074
0.860487278,-0.034564737,0.506503165
-0.723790975,0.20003873,-0.65931188
-0.729845323,0.301604985,-0.61206086
-0.780301192,0.148642551,-0.605852525
-0.827187388,0.151108014,-0.53946454
0.886760041,-0.218732193,0.405261255
-0.953229147,0.134585128,-0.267079413
-0.975184275,0.171743441,-0.134198226
-0.943957644,0.238190638,-0.224902053
